text,true,pred
movie sheer camp dietrich daughter maria riva wrote book mother see garden allah context high camp amusing laughed delight overwrought score astoundingly ridiculously fantastically melodramatic dialogue viewer read account boyer toupee kept coming unstuck heat snicker time make appearance dietrich boyer rarely look giving line -- instead gaze dreamily distance presumably face photographed best angle advantageous light starring turkey look good dietrich costume world riva note book dietrich managed steal paramount travis banton design divine gown chiffon beige dress cape heartily agree reviewer rave technicolor really hard believe film num -- color fantastic short watch garden allah lenient attitude embrace silliness ca help_NEG but_NEG enjoy_NEG it_NEG,positive,negative
thought wonderful way spend time hot summer weekend sitting air conditioned theater watching light-hearted comedy plot simplistic dialogue witty character likable bread suspected serial killer disappointed realize match_NEG point_NEG num_NEG risk addiction thought proof woody allen fully control style grown love laughed woody comedy year dare say decade been_NEG impressed_NEG with_NEG scarlet_NEG johanson_NEG managed tone sexy image jumped right average spirited young woman be_NEG the_NEG crown_NEG jewel_NEG of_NEG his_NEG career_NEG wittier devil wear prada interesting superman great comedy friend,positive,negative
movie suffer adventure run enigma_NEG to_NEG solve_NEG just illness man acting like animal a_NEG good_NEG reason_NEG to_NEG take_NEG this_NEG journey_NEG pitt lewis great actor magnificent michelle forbes weak david duchovny performance,negative,positive
vaguely remember ben sci-fi fandom day num s doing interview bios obscure notably ben actress fay spain jody fair played angela num young savage ben people low-key sci-fi chicago num nice chat career life published now-long-forgotten fanzine day wish copy interview time march people surely '_NEG remember_NEG me_NEG at_NEG all_NEG so_NEG many_NEG year_NEG later_NEG ben really nice fellow ekeing living con day did even_NEG pay_NEG their_NEG guest_NEG unless course big-name star pay couple dollar good know ben alive kicking remake creature num year older ugly uglier,negative,positive
plenty time kill dvd given friend free require lot courage watch film doe have_NEG good_NEG script_NEG or_NEG humor_NEG for_NEG that_NEG matter_NEG acting imran frozen tushar kapoor slightly better imran movie paresh rawal good comedy usual story revolves college campus imran bad boy n tushar good pretend opposite respective nature story go watch have_NEG any_NEG thing_NEG to_NEG do_NEG and_NEG the_NEG film_NEG is_NEG running_NEG on_NEG your_NEG local_NEG cable_NEG tv_NEG,negative,positive
bit-part masseuse lurid sequel original evidently gave bright idea putting spanner work french soft-core series gambit inverting caucasian carnality casting javan stunner gemser leading role tame series sexploiters increasingly depraved sleazier director took in-name-only sequel surely the_NEG english-language_NEG over-haulers_NEG warner_NEG anticipating star born type meteoric rise result judging way actress credited merely eponymous moniker on-screen heroine albeit couple consonant sacrificed insurance litigation gemser tenure series saw photographer allowing course manner subsequent globe-trotting adventure whilst beautiful actress screen time thespian talent discern mired sort unfeasibly facile cogitation confess africa white skin appealing french film particular entry consternation raincoat brigade essence on-screen carnality puerile symbolism pumping engine piston prosaic coupling - naturally include generous dollop lesbianism connoiseurs kitsch guaranteed continuous stream aural delight epithet ethnographic wisdom perfect black doe perfect white,negative,positive
black vengeance alternate title ying hung ho hon aka tragic hero num just seen vhs story gong woo ching rich famous num poster num still featured page num -dvd set movie starring rod perry black gestapo fred williamson black cobra num richard lawson black fist fourth movie called black strangely character retain original name rich famous black vengeance chow yun-fat character named eddie shaw alex man man tze leung harry andy lau called johnny confusing fact num given copyright date film year american-dubbed according release date given imdb tragic hero released rich famous reason releasing sequel despite user comment enjoyed film among_NEG cyf_NEG 's_NEG best_NEG such_NEG a_NEG ``_NEG the_NEG killer_NEG ''_NEG and_NEG ``_NEG hard-boiled_NEG ''_NEG which_NEG are_NEG truly_NEG astonishing_NEG day come num -dvd set rich famous tragic hero wo hesitate_NEG to_NEG buy_NEG it_NEG hopefully comment black vengeance clear mystery belonged chow yun-fat filmography,negative,positive
edwin porter num short film entitled great train robbery burst screen excitement ingenuity prepares blown away pioneering early film just like melies trip moon critic hailed film introduced western genre modern cinema eye right planning actual heist train murder unwanted civilian looming final scene make realize villain mean business monumental time eastwood western filmmaker used porter image form create story say_NEG that_NEG this_NEG film_NEG did_NEG open_NEG the_NEG door_NEG struggle come story genre defined porter outside initial excitement really anything_NEG to_NEG grapple_NEG onto_NEG jaded modern western haphazard message great train robbery forced untraceable unsurprising unlike melies porter tell linear story robber change course train rob shoot random people just prove true villain final scene end like predestined film surprise glitch looming man gun proverbial face bland porter film boring edition watched addition color near end emphasize emotion felt cheap encouraging_NEG to_NEG the_NEG filmmaker_NEG viewer issue remains important porter film borrowed time time effect diluted story doe carry_NEG the_NEG emotional_NEG powerhouse_NEG it_NEG once_NEG ha_NEG unlike melies early film watch_NEG this_NEG again_NEG know happened know little missing scene finally just set simple story leading point point b point issue only_NEG my_NEG gripe_NEG with_NEG this_NEG film_NEG strongest element early film dull fact told strong narrative character character motif drive outstanding era nonfiction film mainstream broke mold that_NEG i_NEG am_NEG jumping_NEG on_NEG the_NEG prophetic_NEG bandwagon_NEG about_NEG this_NEG film_NEG _NEG it_NEG is_NEG an_NEG important_NEG film_NEG _NEG it_NEG just_NEG is_NEG a_NEG great_NEG film_NEG overall eager jump film root western genre planted equally happy leave film porter talented director anderson obviously went successful created field just in_NEG awe_NEG of_NEG the_NEG film_NEG expecting_NEG big_NEG budget_NEG effect_NEG like_NEG melies_NEG work_NEG wa_NEG i_NEG expecting_NEG a_NEG duplicate_NEG of_NEG ``_NEG a_NEG trip_NEG to_NEG the_NEG moon_NEG ''_NEG did want creativity exploration originality felt porter played safe said early film feel_NEG the_NEG excitement_NEG a_NEG our_NEG villain_NEG did_NEG their_NEG evil_NEG deed_NEG rooting_NEG for_NEG anyone_NEG final conclusion proved kitschy-ness worn minute film started pioneering monumental_NEG great train robbery lost space time capsule cinema grade,negative,positive
star rating work just miss mark little bit lagging pit mike atherton dudikoff peacefully making way wild west spot group men mistreating lady gentleman naturally step put stop doing kill son nasty enforcer just beginning gun blazing battle finish winner m dudikoff action star truly_NEG managed_NEG to_NEG take_NEG off_NEG with_NEG me_NEG maybe discovered late film saw monday human shield just dud ha ha added list thing western film just sort transport different time place provide real escapist entertainment dudikoff picked better script film film hit low point shape naff central villain sounding like blank marlon brando generally ropey acting cast obligatory cheap looking set strange reason life depended watching dudikoff film best choice,positive,negative
big jim carey fan took seat cinema optimism fun dick jane appeared raw material make carey success opening minute good humour film provide went wrong soon plot kicked idea charming charismatic employee suddenly turning work nearest supermarket just hard believe head round fact guy master criminal virtually impossible actor confused situation course stereotypical rich uncaring head operation doe struggle_NEG one_NEG bit_NEG to_NEG pull_NEG off_NEG his_NEG one_NEG dimensional_NEG character_NEG but_NEG for_NEG carey_NEG and_NEG others_NEG around_NEG him_NEG the_NEG job_NEG is_NEG a_NEG whole_NEG lot_NEG harder_NEG minute dick seen cocky office pro obsessed possession minute bumbling mess barely string word ultimately petty thief able quite happily gun man head jane equally confused role character really_NEG get_NEG going_NEG idea story good shame film managed_NEG to_NEG make_NEG it_NEG work_NEG odd moment laugh loud comedy usually physical humour witty clever carey try best part save sinking ship comic talent flourish_NEG in_NEG a_NEG character_NEG that_NEG ha_NEG so_NEG many_NEG gaping_NEG hole_NEG to_NEG his_NEG personality_NEG carey shine presented strong daring character man moon truman ace ventura film presented_NEG him_NEG with_NEG despite best effort,negative,positive
game lasted just season intriguing audience required visual aptitude steady hand false disqualify contestant winning prize clear contestant knew correct answer exciting contestant began drawing wondering complete drawing buzzed allowing contestant easily win contest light-hearted clear contestant time embarrassed silly mistake unintentionally rarely seen game did survive_NEG past_NEG one_NEG single_NEG season_NEG seasoned game addict remember proved quite unpopular game show making big return tv screen scandal num game show unique concept game been_NEG seen_NEG again_NEG,positive,negative
rank cinema greatest debacle wandering europe time misfortune stumble crew making movie world idyllic unspoiled setting enlisted extra followed exhibition modern day debauchery forget accusation heard peter mayall intrusion rare piece french life- geoff reeve cohort embarked level revelry restaurant le beau left maitre slack-jawed disbelief quite simply awful uncultured undeserving french hospitality,negative,positive
arahan add positive kung fu genre compare confused motion picture inspired craziness quality stephen chow film mistake firstly fight scene new presented better like yimou zhang tony jaa jackie chan fight intelligent motion picture need logic point_NEG serving_NEG blow_NEG that_NEG have_NEG damaging_NEG effect_NEG a_NEG in_NEG the_NEG ``_NEG matrix_NEG ''_NEG sequel_NEG attractive female lead so-yi yoon captivated screen convincingly_NEG conquered_NEG the_NEG physical_NEG demand_NEG of_NEG the_NEG role_NEG a_NEG ziyi_NEG zhang_NEG had_NEG done_NEG so_NEG easily_NEG in_NEG ``_NEG house_NEG of_NEG flying_NEG dagger_NEG ''_NEG having martial art background serf kung fu movie cast actor inexperienced skill mistake aya ueto asumi unless talented director arahan prof seung-wan ryoo,negative,positive
director kinji fukasaku best known homeland japanese gangster film series movie share number characteristic violence political intrigue theme shogun samurai battle honor humanity feature lead character find loyalty challenged betrayal film feature large number character little purpose die little develop death little impact come film flaw makeup costume sound design distractingly poor battle scene substandard inferior samurai film earlier year seven samurai come mind sonny chiba play sonny chiba character shogun samurai no-nonsense master swordsman stride film scowling menacingly guy get wear eye patch expecting legendary toshiro mifune disappointed appearance amount little cameo just appears character interesting disappears good overall strength film story infinitely comprehensible gangster film challenge posed traditional concept good evil brother challenging throne recently departed father help way early look faced couple character be_NEG more_NEG clearly_NEG good_NEG and_NEG evil_NEG older brother stammer birthmark sure sign villain eventually clear winner-takes-all struggle power hero_NEG and_NEG villain_NEG winner loser,negative,positive
highly-anticipated remake cherished musical classic bitter pill hard swallow did have_NEG an_NEG ounce_NEG of_NEG believability_NEG anywhere_NEG have_NEG a_NEG rose_NEG have_NEG a_NEG show_NEG bette midler born play able produce cute funny glitzy trademark bette midler weighed familiar midlerisms roz russell worry rest grave knowing definitive mama rose film thought midler really going time throw greatest musical role time like did rose played safe played rose total dinner-theatre cartoon song uninspired maddening watch knowing midler talent rise money-making schtick showed promise gypsy rose turn little late cynthia gibb titular heroine gave film true spark role gypsy outshines rose know trouble river city huge huge letdown,negative,positive
descent yeah boy seen_NEG anything_NEG this_NEG powerful_NEG and_NEG scintillating_NEG since_NEG bruno_NEG dumont_NEG 's_NEG twentynine palm num way film to_NEG be_NEG confused_NEG with_NEG another_NEG fairly_NEG recent_NEG pic_NEG about_NEG the_NEG topic_NEG of_NEG ``_NEG female_NEG empowerment_NEG descent num directed splat pack friend neil marshall happens major talent right getting descent nc- num rated uh-oh effort lovely dawson take producer credit congratulation directed talia lugacy strong chance a_NEG real_NEG name_NEG )_NEG good moment be_NEG appreciated_NEG by_NEG most_NEG lay_NEG people_NEG out_NEG there_NEG because_NEG the_NEG script_NEG is_NEG pretty_NEG flawed_NEG producer really tighten script course premise promise rising conflict lie task accomplishing rising conflict time thing play like interesting piece experimental theater guess let commented speak boringness occurs second act -but second act boring_NEG catch num go quasi-independent film like descent rosario happens attaching leveraging fame-identity script production usual circumstance get_NEG made_NEG at_NEG all_NEG while_NEG at_NEG the_NEG same_NEG time_NEG she_NEG is_NEG basically_NEG a_NEG miscast_NEG in_NEG the_NEG film_NEG 's_NEG leading_NEG role_NEG rosario dawson gorgeous apparently shoot girl just angle day long oh wow-wee fast time just slip away rosy ai undergraduate_NEG more_NEG confusion screenplay graduate student ta graduate student really_NEG have_NEG these_NEG type_NEG of_NEG qualm_NEG with_NEG football_NEG player_NEG rosario dawson executive producer aspect professional film process think embark wonderful new role film career have_NEG the_NEG answer_NEG to_NEG why_NEG you_NEG 're_NEG movie_NEG is_NEG convincing_NEG let tell boatload bevy vivacious well-qualified undergraduate aged talent pining involved business nailed lead character looking just darn good know unfortunately dawson -no honey money_NEG say camera department did outstanding job film really shot lit darkness nightclub scene look wonderful tell music video starting pay play time quite excellent make picture rewarding watch descent good great_NEG feeling thanks netflix movie life hope group continues making film experimental american film-making cinematographic imagery implausibly formed college stud male model drop-outs early twenty undergraduate just plain angry hormonally aggressive young men comprise half american university rosario dawson descent flavor rockaroll,positive,negative
num cold blood like real thing think really want real thing black white color world lot people did even_NEG know_NEG what_NEG it_NEG wa_NEG opportunity remake television plus remake stuff shown_NEG in_NEG the_NEG original_NEG book cold blood truman capote nonfiction novel truman book fact num_NEG %_NEG true_NEG to_NEG the_NEG real_NEG story_NEG thought canadian location sufficed kansa pretty tv movie look element sex drug rock roll dick womanizing perry aspirin junkie perry playing blue guitar,positive,negative
welcome town welcome town introduced world townsfolk num america act play opened help stage manager visual narrator like initial introduction lead home particular family webb gibb definitely middle america turn century progressive way life american dream saccharine overtone little biased dream town everyday life num populace grover corner new hampshire migrant polish worker add num number get_NEG a_NEG look-in_NEG daily life family introduced wife cooking child home-working father working kid falling love clean picket-fences painted white second act started year later young george young unrecognisable william holden aged num emily fallen love intend marry blossoming lovebird reaching star reaching turning point life nest lived anxiety woe young adulthood nervously step act slightly sour foreboding act movie intention apparent life_NEG celebration_NEG but_NEG death_NEG predicament dead return revisit reconcile life past remind tell life minute precious breath to_NEG be_NEG wasted_NEG and_NEG squandered_NEG movie political stance apparent feeling propaganda stunt moral lecturing middle america direct home order just_NEG about_NEG ``_NEG our_NEG ''_NEG town_NEG moral diction aimed soul america better people excluding pole irish native american freed ethnic minority minority general plus supporting backbone americana had_NEG a_NEG fair_NEG part_NEG in_NEG this_NEG narrative_NEG )_NEG middle class live expectation american dream honest decent living purveyor american dream special invitation entertained slightly movie felt narrative held stronger impact took albeit bland acting musical score movie intention exclude group include like webb gibb future developing country usa good movie slightly biased stance thought taken play born thornton wilder num - num pulitzer prize winning play academy award nominated movie focal point perpetual motion life main attribute life love death play translation celluloid come slightly right blurb social consciousness town start lesson pointlessness like town exciting happens town right sort people leave back-door unlocked seeing developing life family moral social stance important town just town just long came right town,negative,positive
house street phone booth car girl door boy door zombie list ingredient suffice great horror movie need blue light ambient music in_NEG the_NEG hand_NEG of_NEG dutch_NEG director_NEG van_NEG rouveroy_NEG though_NEG like organize bad movie evening time time concept really simple booze film-loving friend immerse worst cinema offer evening peace filth best laugh guaranteed bizarre thing van rouveroy defending film great achievement witness listen dvd commentary track disbelieve laugh guaranteed,negative,positive
poor film standard story match point certain intrigue direction writing certain fascination woody allen mixing culture classic english murder exploring scoop poorly written lead hopelessly wooden story interest_NEG at_NEG all_NEG genre spoof requires sort subplot witty explanation tie-ups tarot card key kept french horn locked room allen delightful witty version various hollywood genre curse jade rose cairo given pleasure year hollywood ending great central idea sadly inspiration deserted time,negative,positive
sure cheesy nonsensical time corny filmmaker did try_NEG tv movie border brink mediocrity film actually redeeming quality cinematography pretty good tv film viggo mortensen display shade aragorn film man played rule flashback sequence kind cheesy scene mountain lion intense kind annoyed jason priestly role film rebellious shock-jock tv movie despite good thing soundtrack atrocious nice tucson arizona prominently featured film,positive,negative
citizen_NEG kane_NEG doe deliver cleavage lot badly acted directed poorly scripted care did watch_NEG it_NEG for_NEG the_NEG dialog_NEG,positive,negative
opinion film wonderful lighting better photography bad story all_NEG that_NEG good_NEG and_NEG mr._NEG cage_NEG sometimes_NEG loses_NEG his_NEG accent_NEG thumb lighting dp,positive,negative
ok yes bad yes complete fluff yes make dobbin mule look like oscar winner look like did num special effect pretty non exsistant num film good ole day film needed story line ok storyline bit dodgy wow did film kid num cheesy rock bad special effect airplane aerial fight queen vision soundtrack worst thing silver lining want bad film num year old hate computer effect film ideal choice,positive,negative
changi australian set world war num japanese prisoner war camp story cut past event present day aged veteran plan reunion publicised controversial miniseries australia budget ran num num million aust dollar historian veteran criticised authenticity critic pilloried uneasy mix comedy drama shade pearl harbor series writer john doyle half successful roy comedy team tried defend comment character composite actual people troop used comedy cope situation based actual event actor actually have_NEG a_NEG problem_NEG with_NEG any_NEG of_NEG these_NEG point_NEG superb fictional factual drama come japanese camp experience king rat tenko merry christmas lawrence bridge river kwai paradise road empire sun blood oath town like alice black comedy used successfully drama life beautiful great escape seven beauty stalag num colditz story hogan hero changi monumental failure - acting changi uniformly excellent music cinematography good - writing direction let scene wave deja vu anthony hayes stand blazing sun thought did i_NEG see_NEG alec_NEG guinness_NEG do_NEG this_NEG in_NEG ``_NEG bridge_NEG on_NEG the_NEG river_NEG kwai_NEG ''_NEG sudden flash surreal song dance brought dennis potter singing detective finesse borrowing happened smacked lazy writing cut paste homage constant intercutting past present story left unable concentrate flash forward flash useful tool - left distanced character intensity called ausiness overdone - conversation include stone bloody crow saying point know aussie cultural stereotyping extended british japanese -sadistic young japanese officer uptight british officer wiser japanese commandant fun-loving rascally aussie thought watching hogan hero river kwai num episode tuning,negative,positive
highlight movie doubt tom hank mike sullivan definitely cast type showed handle untraditional role hank usually good guy movie - like admire root sullivan definitely a_NEG good_NEG guy_NEG true context movie came somewhat noble - purpose avenge murder wife youngest son gangster murderer killing hank took role have_NEG expected_NEG him_NEG in_NEG pulled hank good performance aside certainly call_NEG this_NEG an_NEG enjoyable_NEG movie_NEG opening best enigmatic entirely_NEG clear_NEG to_NEG me_NEG for_NEG a_NEG while_NEG where_NEG this_NEG wa_NEG going_NEG )_NEG it_NEG turn_NEG into_NEG a_NEG very_NEG sombre_NEG movie_NEG complicated relationship sullivan developed gangster - largely raised rooney paul newman sort mob bos trying raise son clean speak isolated business older son witness murder gang try kill quiet get wrong son mother leaf sullivan older son mike run weird sort bonding movie end somewhat hopeful note overall context story really dark mood reinforced scene shot darkness torrential rainfall confess appreciated hank performance movie just did pull_NEG me_NEG in_NEG num num,negative,positive
impossible make film based book brother karamzov dostojevsky richard brook great director film low level worst film ending let think book end guilty dimitrij karamazov sent siberia end famous epilogue dostojevsky friend family making plan save nd film take step show illusion ending escape dimitry gruschenka think just moral point sure dostojevsky finish book open end hand guilty_NEG (_NEG smerdjakov_NEG is_NEG the_NEG real_NEG murderer_NEG )_NEG and_NEG so_NEG he_NEG have_NEG to_NEG be_NEG a_NEG free_NEG man_NEG hand go father kill decided commit crime moral dilemma following point open end real just full_NEG open_NEG william shatner aljoscha karamazov sorry -- character playing good performance expect great actor course superb performance yul breynner dimitrij think many_NEG actor_NEG who_NEG can_NEG play_NEG this_NEG part_NEG in_NEG a_NEG better_NEG way_NEG said beginning book unadaptable should_NEG be_NEG film_NEG in_NEG two_NEG hour_NEG that_NEG 's_NEG impossible_NEG think film maybe right thing just opinion book ca be_NEG adapted_NEG - num point point great director richard brook point superb performance yul brynner finally point greatest writer time dostojevsky,negative,positive
case dear reader heard_NEG movie main inspiration year samuel jackson-eugene levy clunker man num s-drenched buddy action-comedy pair short stubbly billy crystal late ethiopian shim-shammer gregory hines witty chi-town cop play_NEG by_NEG the_NEG rule_NEG pretty extent movie somewhat peaked hines line delivery spookily similar smith cameo now-more-famous actor like memento joe pantoliano nypd blue jimmy smits favorite scene dunno car chase track guess basically just view movie major helping hand demolition action buddy flick lethal weapon num rush hour num man,negative,positive
managed avoid attention remains mystery potent mix comedy crime take chance tarantino play safe hollywood formula risk always_NEG pay_NEG off_NEG character sequence come inappropriately silly fall flat lead role thomas jane give wonderful complex performance brief appearance mickey rourke hint high potential under- mis-used actor director eye,positive,negative
overall movie part wince part threw hand came away gone think movie suffers excess ambition spoiling let say obvious reference trial ramayana way movie stand ramayana epic a_NEG num_NEG page_NEG book_NEG that_NEG put_NEG down_NEG woman_NEG in_NEG india_NEG movie girl married distinctive indian family basic tenet unwritten law family tradition conservative india let assure reader having lived delhi num year entire part just did ring_NEG those_NEG bell_NEG mean thing action true stuff just way mark especially today delhi complicated india complicated director try simplify fails pretty miserably english imagine movie american indian english french speaking english seriously jarring servant spoke fluent accented english albeit hint colloquialism language believability chemistry lead palpable like hot movie think biggest saving grace - development true real life love story film radha sita got mark subtle statement movie go say india indian society like respect succeeds fails just pinch salt dark secret india being_NEG revealed_NEG just girl falling love just like happens,positive,negative
film worth seeing classic sense length film released process demention very_NEG good_NEG in_NEG it_NEG acting_NEG or_NEG story_NEG plot_NEG great movie quiz question historical standpoint seen num d process polarized lens,negative,positive
film quite surprise expecting_NEG much_NEG honest greta garbo hollywood film probably rough usual exaggerated arm-waving facial contortion low-grade silent film mistaken greta garbo just shocked studio people did film star deservedly instinctively understood power just standing simply holding meaningful expression long lingering moment effect felt just_NEG seen_NEG kept thinking did modern actress creaky silent film just year year ahead time story all_NEG that_NEG interesting_NEG usual tale love lost performance garbo leonora poor village girl make good big city return man got away give life co-star ricardo cortez serviceable character really_NEG developed_NEG and_NEG he_NEG is_NEG demeaned_NEG by_NEG the_NEG script_NEG throughout_NEG point wear garbo clothes leave huff ignominiously return let even_NEG talk_NEG about_NEG his_NEG horrible_NEG final_NEG scene_NEG with_NEG garbo_NEG and_NEG then_NEG his_NEG wife_NEG way ordinary did have_NEG much_NEG of_NEG a_NEG career_NEG after_NEG this_NEG and_NEG i_NEG can_NEG understand_NEG why_NEG suffices somewhat mystifying object leonora obsession utterly fantastic line film just say leonora conspicuous yes conspicuous really want know seeing film just watch num second - garbo glance sits quite luxurious car say happy want - yes garbo face say garbo just amazing,positive,negative
movie part_NEG that_NEG were_NEG hilarious_NEG just average funny unit did have_NEG any_NEG part_NEG that_NEG were_NEG really_NEG bad_NEG either_NEG worst voice sid slothy slur just num minute sick hearing talk aside annoying sloth voice movie good numerous joke catch make movie better good movie kid adult content entertain kid definitely worth renting kid want watch movie,positive,negative
chaplin great silent comedian silent era star fell public heard voice talkie opinion chaplin voice simply did fit_NEG his_NEG silent_NEG character_NEG that_NEG made_NEG him_NEG rich_NEG and_NEG famous_NEG career recovered_NEG when_NEG sound_NEG came_NEG to_NEG film_NEG contrary review read chaplin lifestyle politics did help_NEG his_NEG popularity_NEG with_NEG the_NEG average_NEG viewer_NEG who_NEG expected_NEG to_NEG be_NEG entertained_NEG by_NEG chaplin_NEG the_NEG comedian_NEG spend_NEG their_NEG entertainment_NEG dollar_NEG watching_NEG chaplin_NEG 's_NEG political_NEG commentary_NEG despite chaplin award knighthood exception contribution humanity great dictator time stalin brutal dictatorship having trial dictator signed agreement lead invasion poland dictator wwii started attempt save poland nazi defeated num year poland disappeared sovereign country happened time film investigation hollywood federal government chaplin included joe stalin satire addition including italian dictator criticism politics politician soviet mistreatment jew dissident exceeded nazi time number judged simply film gag topical understood younger viewer know_NEG who_NEG goebbels_NEG goring mussolini classic piece art stand test time classic greek tragedy mona lisa beethoven num th enjoyed century creation timeless film rely topical political commentary currently popular social view usually outlast_NEG the_NEG generation_NEG in_NEG which_NEG they_NEG are_NEG made_NEG address issue common generation probably live forever receive high rating chaplin writer director lead actor blame judge dated tiresome film chaplin apologist excused decision leave country rich famous chaplin offensive did he_NEG return_NEG to_NEG his_NEG native_NEG land_NEG great britian fought blood money did switzerland contribute fight european dictator switzerland like country club pick chooses member based race class care little people ca join_NEG the_NEG club_NEG,negative,positive
unfairly maligned programme time june popular sitcom num num started life eric merriman decided did want_NEG to_NEG write_NEG any_NEG more_NEG changed dropping lucy fletcher medford yes cosy domestic middle-class stuff plot ran gamut bos coming dinner vicar organising jumble sale unwanted relative coming stay weekend certainly 'dreadful_NEG lazy_NEG comedy_NEG '_NEG clever meant_NEG to_NEG be_NEG funny performed loved boom num image adder young one enjoyed conventional stuff provided alternative comedy alternative sad like ben elton took benny hill family oriented comedy vanished screen left look latest schedule soap reality dross comedy left aimed teenager meaning jam packed swearing bodily function joke explicit sexual reference remotely_NEG funny_NEG either_NEG comedy boom good way dark conventional sitcom appear old fashioned drove away talented writer performer spike milligan ultimately led unspeakable drivel britain heaven help ai broke_NEG fix_NEG it_NEG,positive,negative
film follows bunch student nyc high school performing art coco irene cara black singer make despite helped bruno lee curren white musician doris maureen teefy want actress -- shy scared friend motgomery paul mccrane -- purportedly gay student school romanced raul barry miller leroy gene anthony ray -- sadly died num homeless great dancer -- ca read_NEG various teacher albert hague anne meara stand trying teach kid song great title tune nominated best song -- fame won dance energetic young cast show plenty ambition talent film miss boat drama department plot line brought completely left open-ended end movie did coco porno did doris raul remain afterwords did make montgomery -- happened did leroy graduate -- long speech raul moment just lead assuming cut script -- ca believe_NEG the_NEG movie_NEG just_NEG left_NEG all_NEG this_NEG open_NEG worth seeing acting music basically one_NEG bad_NEG song_NEG and_NEG the_NEG dance_NEG go_NEG full_NEG force_NEG (_NEG and_NEG at_NEG one_NEG point_NEG stop_NEG traffic_NEG --_NEG literally_NEG favorite fame sing body electric great closing song recommend num -- script really needed tie loose end -- did trivia wanted shot film actual school performing art get_NEG permission_NEG dean school read script said way swearing film true -- lot foul language high school kid talk avoid tv version abysmally overdubs,positive,negative
filmed documentary style pretty tell participant coached recently divorced wannabe film maker myles berkowitz see chance liven love life step movie biz time intends make documentary piece finding love filming date including ramification comedy spotty best rest mishap mishap taking richard arlook robert mckee enticing elisabeth wagner trying credibility fetching tia carrere talked cameo suffice handbook to_NEG get_NEG a_NEG satisfactory_NEG date_NEG,negative,positive
film just simply be_NEG remade_NEG a_NEG bad_NEG film_NEG fails capture flavor terror num film title liam neeson excellent cast hold exception owen wilson just did bring_NEG the_NEG right_NEG feel_NEG to_NEG the_NEG character_NEG of_NEG luke_NEG major fault version strayed far shirley jackson story attempt grandiose lost thrill earlier film trade snazzier special effect say a_NEG bad_NEG film_NEG enjoy friction terror older version,positive,negative
fan c c going record liked movie point mid- num cable television san jose california aired alternate plot line destroyed entire point movie reference marijuana replaced diamond bag red drop chong diamond instead marijuana conversation remains worth num subplot clip alien ship added observing c c talking getting diamond end instead space coke sure_NEG who_NEG created_NEG this_NEG version_NEG horrible obvious attempting make friendly better network aired_NEG it_NEG at_NEG all_NEG,positive,negative
sad just edward norton did want_NEG to_NEG be_NEG in_NEG the_NEG film_NEG or_NEG have_NEG anything_NEG to_NEG do_NEG with_NEG it_NEG people automatically think movie suck watching giving chance really hope norton did do_NEG this_NEG fine actor scared people away decent movie entertaining mind_NEG blowing_NEG or_NEG anything_NEG with_NEG crazy_NEG special_NEG effect_NEG a_NEG bad_NEG fun watch yea definitely a_NEG bad/horrible_NEG movie_NEG num num,positive,negative
admit half hour movie basically lost mildly amusing humour best barebones plot general sense pointlessness verge making think wasting time - apparent_NEG reason_NEG -_NEG i_NEG suddenly_NEG realized_NEG that_NEG i_NEG wa_NEG enjoying_NEG this_NEG blinding_NEG moment_NEG of_NEG realization_NEG and_NEG suddenly_NEG dramatic_NEG scene_NEG that_NEG grabbed_NEG me_NEG fact exciting happens entire movie just sudden realized movie meant largely pointless - pointlessness charm morgan freeman starred unnamed actor find little project jumpstart career going play supermarket manager spends day neighbourhood supermarket research role meet bond scarlet played paz vega - cashier want life help prepare job interview auditioning role introduces real life truly funny watching character identified credit overwhelmed visit local target store freeman vega great strange completely believable sort combined romantic father-daughter chemistry feel lost beginning stick end turn delightfully charming movie num num,positive,negative
nice action interwoven story actually doe suck_NEG interesting merit watching instead skipping past good part having jenna jameson asia carrere help liven jenna sweater glass just astounding worth picking just,positive,negative
